,DeltaG,DeltaH,DeltaH_0,DeltaG_std,DeltaH_std,DeltaH_0_std
233_sim,-8.918342364725346,-5.9331307987908675,3.410079912139987e-06,0.3937709757999413,0.3074915301209598,2.1050492668764936e-06
234_sim,-9.139799602714207,-5.4557499861133545,-1.7213355650287742e-06,0.3624523574307372,0.2803160055583042,2.1383975015370658e-06
235_sim,-9.491993957909894,-5.04974803771689,-4.271725765418476e-07,0.22711940058997754,0.11424400816062635,8.656648676444867e-07
236_sim,-7.644873251226993,-4.540729893831832,-5.073245594575982e-06,0.48892013489133446,0.6755847032265757,4.090321840490622e-06
237_sim,-8.776260900397931,-5.799445390596198,3.881777772870678e-06,0.34023140233186394,0.28521099723579313,1.9944918477796514e-06
238_sim,-8.127832900291375,-4.4490503197318985,-2.9872650502245906e-06,0.4539822715142757,0.4587461455568228,3.018428912839578e-06
239_sim,-7.7354628433320505,-5.462381598525903,7.550944412629033e-06,0.4133077768960879,0.5741413275660151,3.291142679663329e-06
240_sim,-9.987286657108008,-4.617573769420795,-8.519376591586514e-08,0.15462405498476312,0.041113121806154944,3.0941856724433885e-07
241_sim,-8.343580607300806,-5.1312083983548975,-2.911900147007382e-06,0.46870204112339675,0.5068059140171054,3.438032047490574e-06
242_sim,-8.236033882267412,-5.8892182039601435,5.618599301292569e-06,0.4298480814084126,0.47911488476204445,3.224443189073788e-06
243_sim,-6.939229391449955,-7.140634738837354,1.4056397945457312e-05,0.2709140415620773,0.001297266315114275,2.724336199161918e-06
244_sim,-9.48958635064504,-5.381089556048531,3.2231550425345564e-08,0.2789363076284742,0.15140561027393937,1.1527190512639263e-06
245_sim,-9.503044239854091,-4.928550151781339,-4.690333274448403e-07,0.3202072564723533,0.16061775743292347,1.232038709903246e-06
246_sim,-10.030384045777469,-5.135513843969281,1.3065957131639575e-06,0.31341366715963176,0.1069578624103136,8.308230839434099e-07
247_sim,-9.571538612871725,-5.195931296993434,-4.319573689965465e-09,0.18650449944963057,0.08711340280348547,6.379265328791475e-07
248_sim,-10.21080307931243,-4.967596733814744,3.848442995839289e-07,0.190102339500085,0.04883954040247155,4.016751413844479e-07
249_sim,-9.057260397598036,-4.496932930403654,-8.610235830013204e-07,0.3572177684717732,0.221105200984246,1.5932517161077742e-06
250_sim,-9.575160386787697,-5.206239048049633,-3.355338974903194e-07,0.24377140301292857,0.11496621286224565,8.775320273513212e-07
251_sim,-10.252482662990143,-5.324287979276821,4.782118160454615e-07,0.18419113853578062,0.044765210080860526,3.850443039198302e-07
252_sim,-9.1197565268305,-4.436876211115022,-1.0128900847841578e-06,0.3824384087557821,0.22477242385827848,1.6341823595330802e-06
253_sim,-9.062450468056435,-5.016473514563663,2.8117772033003167e-06,0.35387325380168777,0.2207138960884744,1.6175944844777961e-06
254_sim,-6.779537206157295,-4.165614044520033,-1.266874610440914e-05,0.7707550090336204,1.5886853749687682,6.702469239417807e-06
255_sim,-6.413823154831398,-10.18130465945036,2.336113705159134e-05,0.5390501844624713,3.235541365834602,9.91960363893375e-06
256_sim,-8.535845685316291,-5.781089103394405,4.343395489916036e-06,0.3610739029074537,0.3542461379834477,2.4808681866892094e-06
257_sim,-7.283768359271991,-5.231570487729049,-8.14155857844214e-06,0.0002142211426846227,0.7045845242866878,4.776473990474515e-06
258_sim,-9.838689315050036,-5.186979311023046,1.1499020882453498e-06,0.01512265275770988,0.0978623543149562,8.966502734812509e-07
259_sim,-9.273207982405399,-5.206911953859602,-1.2607807918520268e-06,0.35343512926694143,0.2133195854416693,1.638264536010083e-06
260_sim,-8.966259493588417,-4.189804150237854,-1.5792113273170228e-06,0.42403642883092424,0.2469972585856805,1.8487726215134302e-06
261_sim,-8.392481486052304,-5.042061699472919,-2.7192416870328537e-06,0.4088238950978148,0.40939527311131,2.8114620254870625e-06
262_sim,-8.611852818962205,-4.320286378183662,3.09680879663177e-06,0.34042478397245707,0.2455908717251264,1.699225316149043e-06
263_sim,-9.844505819767368,-4.857145906537068,9.525676014338803e-07,0.29298991395843943,0.09145234949122313,6.913674841922391e-07
264_sim,-8.634838187323142,-4.762140759020014,-1.9859653127138998e-06,0.40919305790994576,0.322130376561318,2.3020592217156244e-06
265_sim,-9.008102175992565,-4.846422928383704,2.353661426667301e-06,0.34781252753000863,0.2039620500361465,1.4957594879451914e-06
266_sim,-8.75707673867073,-4.872048146193012,-1.927519383883636e-06,0.4159080151887854,0.30778538734648964,2.208163748905267e-06
267_sim,-10.039273251021198,-5.196130578065367,6.122581860089583e-07,0.1386330482454925,0.036266855876615586,2.7058354588443207e-07
268_sim,-8.343089808199673,-5.674459090435613,5.141714805246589e-06,0.39552877025524863,0.40792122400260084,2.7333952502890672e-06
269_sim,-9.199318656376878,-5.120834085064255,2.2022587711428455e-06,0.40039554038671016,0.20853290261401686,1.5296182212256073e-06
270_sim,-7.370902396488119,-6.241436331582087,1.0236280858852766e-05,0.4761429328489724,0.9297559715271008,4.761586158435294e-06
271_sim,-7.313544928782975,-5.078431238657355,-7.587358157329001e-06,0.5493195361437886,0.9991177622111894,5.44342779161805e-06
272_sim,-9.504009819561047,-5.030584178352733,1.76598432116086e-06,0.37841307577224237,0.16301738581225186,1.0600346229604755e-06
273_sim,-7.389219356864506,-4.2486332957172905,-6.452420830511878e-06,0.5610114067106617,0.800349051452128,4.56830124597242e-06
274_sim,-9.13237867302592,-4.667623751507071,-1.3108810491305553e-06,0.39819532745573577,0.2382918369297678,1.8182995705834453e-06
275_sim,-8.85638021266199,-5.537879179124095,-2.1381210660911813e-06,0.3660647092584901,0.3646985441649384,2.455667685382808e-06
276_sim,-9.251758749797661,-6.0682680618666645,2.7993711612824835e-06,0.4189645560300721,0.24998054049901838,1.8277067290872512e-06
277_sim,-9.905661160837374,-5.077925795855899,3.6827681902526256e-07,0.11298464484617105,0.03584900399397393,2.7899990707963717e-07
278_sim,-9.493957089338194,-4.910003299500519,2.0678543204704825e-07,0.002136724263539406,0.12382242556079048,1.098994142373915e-06
279_sim,-8.245866952539043,-6.646177453460873,6.716858286560133e-06,0.4019461776657174,0.5248445832997362,3.4866760976200874e-06
280_sim,-7.492783430184944,-6.444528724059614,9.340655682891005e-06,0.42709726900975903,0.773632187220613,4.326498283963862e-06
281_sim,-9.197803097938,-4.8994637622397885,2.0637845620425157e-06,0.39789941476105944,0.2057190885342698,1.5341144415593488e-06
282_sim,-8.45955258113125,-6.105356683707623,5.188006417099009e-06,0.3923630077654026,0.4107162210262944,2.8026419909078437e-06
283_sim,-9.540608394871889,-4.763471162391778,5.743517852772541e-08,0.27780634990093406,0.13153420027201804,1.045453602052952e-06
284_sim,-8.217123107428273,-5.849152007306606,5.668590096917046e-06,0.390912732582161,0.4576052893140367,2.90638901683756e-06
285_sim,-8.454577333977483,-4.9429034433249255,-2.2826460617040844e-06,0.43148475956147514,0.4003269781866619,2.799766088143837e-06
286_sim,-9.89629048644402,-4.802574589489605,1.349720749142825e-06,0.4338017992232584,0.11279732452911283,8.423284773472445e-07
287_sim,-8.906037883087523,-4.787564401642641,2.7441385003723574e-06,0.3494850388263252,0.21666111789591685,1.5746355042519918e-06
288_sim,-9.87008644989493,-4.402297261546809,1.8604561328904867e-07,0.1999463312873494,0.059306824538582326,4.55396575713973e-07
289_sim,-8.199310826533168,-5.175927151062831,-2.787980856735296e-06,0.45346059704598857,0.5182708248357069,3.4278635114866396e-06
290_sim,-9.976661997602603,-5.116451932711358,-4.7213137397562084e-07,0.22758450510875475,0.0741364442968968,5.754795695934364e-07
291_sim,-10.20406249179239,-5.484229575971719,7.981567478261326e-07,0.3749015561079646,0.09034537181180188,7.257885133474211e-07
292_sim,-9.03915407666115,-5.162976121005332,3.3387633754536517e-06,0.3099155781762891,0.19945079913596836,1.4384176955508547e-06
293_sim,-6.758543131489989,-7.9897949176127785,1.662009895233036e-05,0.49728683723055445,1.8646511112830928,7.107413129237936e-06
294_sim,-9.367973012653612,-5.232437671182848,2.721312171985449e-06,0.38786849125485356,0.1868773457790863,1.4083191114599572e-06
295_sim,-9.82015342226312,-4.895663175677952,-2.1659137321656193e-07,0.22073623513416518,0.07661687862365336,5.891155153271442e-07
296_sim,-9.618991271100745,-4.726015660390027,1.481303776884883e-06,6.823937919616058e-05,0.10189803461292023,9.084353900343761e-07
297_sim,-8.065881673050667,-5.401739235605622,5.8808967520005836e-06,0.41275551173781355,0.46360670899770656,2.9377215148214616e-06
298_sim,-9.627648969469183,-4.673467051264383,-8.254102345884693e-07,0.21168003910257174,0.08155671439075286,6.2922226781043e-07
299_sim,-8.447607191524082,-5.53093727081714,4.404258107676704e-06,0.3977450257847322,0.3807505963009554,2.670036994366206e-06
300_sim,-8.895337769073889,-4.497407236816275,-1.2994162704605152e-06,0.3702055311053867,0.2501993704686097,1.8327699749262714e-06
301_sim,-9.469173604020515,-4.956401768330796,-5.042169918423786e-07,0.3293370420475898,0.16197928418462978,1.238869369602401e-06
302_sim,-7.65677475178916,-4.691900597004193,-4.864082254759014e-06,0.5602860557156684,0.6998334661334833,4.1549878469557515e-06
303_sim,-6.7087258128523075,-4.400506048356116,-1.317583394548884e-05,0.0003218845078999174,0.9242550348220941,5.136533632282631e-06
304_sim,-8.60308106718425,-5.065770520581564,-1.7597763291722305e-06,0.3974458057970475,0.3476672990792222,2.509267593329184e-06
305_sim,-7.855859704476068,-4.426223707786172,-4.008940562175183e-06,0.46731575028801065,0.5429989757722892,3.4075914673268373e-06
306_sim,-8.313328844798313,-5.441270900867008,5.207972822883843e-06,0.3924931485264593,0.4075406625311375,2.667976119449852e-06
307_sim,-8.56946654840983,-5.342885329578567,4.030035372148354e-06,0.3521124909749628,0.2968534517909865,2.068747743645126e-06
308_sim,-7.990328440765234,-6.153374262673208,6.8132532951972775e-06,0.402943499424939,0.5473179106533426,3.369535192785928e-06
309_sim,-9.135334819519514,-5.379197787028559,2.709388024237721e-06,0.20648432627833666,0.23240137311932157,1.7394376668461544e-06
310_sim,-7.199600971034675,-6.122193088508282,1.136798289288088e-05,0.37434671747903286,0.3743476676635914,2.3547370092359423e-06
311_sim,-7.438564978774504,-6.399593270481848,1.0354993506854418e-05,0.427819951150024,0.8428383277823258,4.453780573568878e-06
312_sim,-6.480377259190486,-9.093053999371131,2.117029822508485e-05,0.5099770008919566,2.6978201102544332,8.884300984947816e-06
313_sim,-8.731498305042699,-5.556487695039637,4.132028841444846e-06,0.35412755894787934,0.28597905352011094,2.0122816007894444e-06
314_sim,-7.921730928197108,-6.329504812451747,7.560630219056773e-06,0.400907752790413,0.5749142787992898,3.4897758961297284e-06
315_sim,-8.264842351322097,-4.84876259807576,-2.187205621204073e-06,0.431688575500036,0.438679853467299,2.8847356274427855e-06
316_sim,-7.524086148464346,-5.874019005070147,8.92331486184084e-06,0.44374347489991484,0.7567779854922441,4.204139678602913e-06
317_sim,-8.224062038932894,-5.231676719660036,5.19348745808322e-06,6.473755931273323e-05,0.29971328433285266,2.29887528921056e-06
318_sim,-8.195629182569395,-5.7196083670205535,6.109869105143433e-06,0.41719403372481734,0.47219887855668813,3.011175428337334e-06
319_sim,-8.292724108702263,-4.643882011710287,-2.149904977248377e-06,0.4133681669778305,0.3800639969783665,2.658918297104432e-06
320_sim,-7.007063774555207,-7.8681842512205185,1.5240747310534833e-05,0.4741145881753743,1.4740472944281904,6.4337539630820556e-06
321_sim,-7.849746504710191,-4.484692032386276,-4.1249193214668475e-06,0.47144036859809973,0.566662423044604,3.6078837557142307e-06
322_sim,-7.263995915750355,-7.373433600463349,1.2843370983899546e-05,0.36133012229252853,0.9690848065517803,5.1138778607484205e-06
323_sim,-8.385186328833313,-4.987388249537953,-2.429935149857947e-06,0.4408670612532107,0.43950261804329765,3.007869576528939e-06
324_sim,-6.766646549463845,-8.68789509722021,1.7963713269237036e-05,0.49077807563174436,1.96466474157049,7.5585164179891095e-06
325_sim,-10.201009389441001,-5.310456301807221,7.419431894140233e-07,0.3601571101531819,0.09063138483630098,6.782721740149551e-07
326_sim,-7.986309487824682,-3.9246489290675153,-2.7746016399953977e-06,0.4718790468015961,0.451159405508017,2.8902551315098605e-06
327_sim,-8.317868126775663,-4.8558910943022795,-2.6856334691523223e-06,0.44124924531705917,0.42769705903687466,2.9225493725012694e-06
328_sim,-8.69275124660323,-4.647778640061471,-2.0020438242620104e-06,0.41886950765818437,0.3135357908963433,2.282089738737872e-06
329_sim,-9.660491162530558,-4.391696915803537,2.930028355637007e-07,0.20360576369095573,0.0728676864388909,5.735219765290903e-07
330_sim,-10.06790803876113,-5.162311263114512,4.94674589087551e-07,0.16629641451720684,0.042064655771284445,3.267493810420237e-07
331_sim,-10.466684379162299,-4.672361734280891,1.2383052029333635e-07,0.2277868753682116,0.03681663530885598,2.906165881027994e-07
332_sim,-8.247432732618332,-5.560368741702454,5.917186286957522e-06,0.4074017769515107,0.4243476453647242,2.8016566654833225e-06
333_sim,-7.987543534817154,-4.811385187892701,-3.096257180523757e-06,1.6762177920869605,3.99480631042633,3.198047288470264e-05
334_sim,-7.9212954643332365,-5.993386376650348,7.107227683172068e-06,0.42222767997806737,0.5691381333326234,3.4313468768748557e-06
335_sim,-9.80174080595819,-4.76481001824151,6.166863660046261e-08,0.00832607087868841,0.07488448575522803,5.991756611828512e-07
336_sim,-8.436605299544857,-5.237986047586719,4.607734262632144e-06,0.3987176234160926,0.35954237293490865,2.4856017281628733e-06
337_sim,-8.732369743776818,-5.393169988067453,3.5073852235945324e-06,0.3880064286189495,0.3033674173224146,2.1441971852489332e-06
338_sim,-9.013554372003803,-5.368913742519363,2.6855616310696642e-06,0.3233631836278702,0.211739085837853,1.5385688955171362e-06
339_sim,-9.887799658926326,-5.709749875522907,1.3091250742029605e-06,0.47040485959675954,0.15359296298262093,1.1815265991179124e-06
340_sim,-8.285469350894667,-5.298948817076566,-3.37010335129119e-06,0.4750023987649408,0.49754009844326375,3.428162672257193e-06
341_sim,-8.300464447571546,-5.614295588159454,5.595994349993344e-06,0.5088480289564022,0.46663150998957337,3.0471458306562087e-06
342_sim,-9.205611871760405,-5.031562448915509,-1.2649222381181278e-06,0.37650627115228646,0.2357841614804452,1.7714509483866124e-06
343_sim,-7.77145899268708,-6.546324523691425,8.587710230568048e-06,0.4905657635042294,0.49056723807376434,4.01478341161855e-06
344_sim,-8.351997796668924,-5.71352305448343,5.358266098111136e-06,0.40109679775377666,0.46016171758661306,3.1182687725436347e-06
345_sim,-8.927131384642474,-4.939493258520432,2.5550423435427513e-06,0.31906992770857373,0.2160989639530756,1.5956915871281983e-06
346_sim,-7.8573749521687,-4.220531400293975,-3.4109413116976984e-06,0.4779324742236365,0.5296247934204169,3.3628628378270224e-06
347_sim,-9.962440413462964,-4.791648833088941,9.582374150961726e-07,0.21597064051089784,0.05147063784932758,3.91550174599491e-07
348_sim,-9.090893766849602,-5.047939138248993,-1.5127578671605736e-06,0.3902742889891787,0.2524527218356712,1.8767697157168558e-06
349_sim,-7.7999725985536825,-5.939285294049612,7.625375739181165e-06,0.4088110433498391,0.6159018725918752,3.4995017996759077e-06
350_sim,-8.341839768806084,-5.6368027471847295,5.597317780343689e-06,0.3880296132213229,0.4012631112920412,2.6979775838943274e-06
351_sim,-7.908056518552308,-4.187952221445691,-3.6659475276126704e-06,0.4849568582716068,0.5261977918041405,3.3767467570138684e-06
352_sim,-9.997755744623573,-4.720501455806078,5.339959868938905e-07,0.127642102400979,0.035069922893294025,2.6538580472207097e-07
353_sim,-7.2880681781842025,-4.462722624482078,-8.302534623703754e-06,0.5914782500744116,0.9780575771310754,5.526225350586274e-06
354_sim,-9.870492638136877,-5.310213795839494,1.557143720095905e-06,0.42913276817495627,0.13197748188357503,9.777949366801431e-07
355_sim,-7.903905342799206,-5.174384332409226,-4.0631495005169956e-06,0.5002866701035641,0.6707868528126614,4.3776213014051396e-06
356_sim,-7.486555087273184,-4.745182412653571,-5.0436644119774e-06,0.5010817686227385,0.7550517754396934,4.42533080717838e-06
357_sim,-8.711360365762795,-6.071866770774259,3.9620052056939144e-06,0.3647750672519722,0.3306495391224915,2.3224147281476e-06
358_sim,-9.582387636909996,-5.709104515885989,-6.331369942299803e-07,0.34835118913393687,0.18060219877510955,1.3854606505740839e-06
359_sim,-8.443307486882897,-4.731633089473764,-2.035549554238615e-06,0.4286952922975521,0.4002028574479749,2.6698244353378586e-06
360_sim,-8.398540022930563,-4.683015039980895,-2.0718933782158794e-06,0.4304685437867995,0.39273307522949596,2.6703798089943166e-06
361_sim,-8.054002071544705,-4.970220986274305,-3.741388087436209e-06,0.4644147255096689,0.5420318326545972,3.562815374774188e-06
362_sim,-9.651045969358673,-4.640989723743125,1.2712795617541688e-06,0.3310233577333032,0.12155174292782435,9.406829068463836e-07
363_sim,-9.72835127083102,-4.629586122846545,6.957742544534896e-07,0.2099176247484196,0.07717065587239778,5.983532381197776e-07
364_sim,-8.628832223597994,-4.5926769552671916,-1.6245247859682888e-06,0.4226400531839063,0.325857184890661,2.3313394389766783e-06
365_sim,-9.882935186929512,-5.336143742680803,2.6755209524168562e-08,0.1727287792212854,0.06177972118106368,4.7292886371777693e-07
366_sim,-8.056099877703756,-5.2173323443655795,-3.504989239570359e-06,0.4611714865195344,0.5590778498696787,3.6696479423876015e-06
367_sim,-9.816956090820462,-4.245769916311074,6.316045839055275e-07,0.15906577399699282,0.04950783806430145,4.232378769822226e-07
368_sim,-8.179272211305701,-4.515408220620947,-2.892155223300277e-06,0.5276556755492476,4.3196478866531116e-05,1.8111938559637776e-06
369_sim,-9.617509427144604,-4.970696776927353,-2.792594875557351e-07,0.27998313950161297,0.12256800558138671,9.40971698811477e-07
370_sim,-9.023807004954218,-5.3625198973074575,-1.2991610408449729e-06,0.362206834843383,0.2647337146533106,1.930368830716431e-06
371_sim,-8.727364232178202,-5.095708672216682,-2.3277351867910336e-06,0.39783306067797175,0.32637357360699987,2.330676683917863e-06
372_sim,-7.546261984172383,-6.2232996984931885,8.946600622071632e-06,0.4391136826036677,0.7944627081941915,4.35163082170683e-06
373_sim,-9.57358340790984,-5.08422786806156,-2.6055136149381915e-07,0.28246168579868947,0.1475199021008826,1.1528640978338507e-06
374_sim,-9.456473191680834,-5.066248396939647,-4.59574170396566e-07,0.31190369348942837,0.1727377408894213,1.3248790127475486e-06
375_sim,-9.764137031613235,-5.059180997310526,1.72995191442156e-06,0.41434621393971244,0.1429643390929899,1.0449623465219184e-06
376_sim,-8.650908124102896,-4.95610028991154,3.936377564814449e-06,0.34215853907070454,0.2537505116132567,1.7978553719310613e-06
377_sim,-10.285722139622022,-4.776567625058111,9.206800066184408e-07,0.2778078218606886,0.055025526857030556,4.2393178136029167e-07
378_sim,-8.397106847385864,-5.457421368752526,4.807045593191532e-06,0.37461634192894966,0.3641525633151292,2.455972490804619e-06
379_sim,-7.733217384618231,-6.052852664088532,7.6359367082303e-06,0.6063360086777327,0.8600392884354137,4.645123846654954e-06
380_sim,-7.39895893550924,-4.661038933086818,-6.858856658299313e-06,0.5523650480581923,0.8858997148945768,4.936977350453189e-06
381_sim,-8.336333880698728,-5.091425534886907,-1.984989243601237e-06,0.4202056794722747,0.43270114355177036,2.9170073449018217e-06
382_sim,-9.359583350740499,-5.193642429869202,-1.5113040476038494e-06,0.3416716160969204,0.18853070457340887,1.4086366782483556e-06
383_sim,-8.562377145142781,-5.490606924990764,4.287265673938302e-06,0.31704877364229017,0.3167249031487045,2.2645873073402198e-06
384_sim,-7.951759535663216,-4.527750181643592,-3.7714130687223806e-06,0.503947946420928,0.5440363199835794,3.5015567847467044e-06
385_sim,-8.377691520614315,-5.207731600193558,4.8039667230800274e-06,0.4035619109722965,0.36049664380176794,2.499237367511791e-06
386_sim,-10.038299271159087,-5.014665752993655,6.172044516908246e-07,0.13284072148337983,0.03697089613186108,2.69949810335219e-07
387_sim,-7.893915923561289,-4.472244383373546,-3.984882838994027e-06,0.4502157955308958,0.5479985240908976,3.387415924786224e-06
388_sim,-9.06901091361184,-5.325367018306222,-8.29030851243644e-07,0.335890344353537,0.24152114582133766,1.7812161030931023e-06
389_sim,-9.138568250629476,-5.664327870718588,2.6934655247654357e-06,0.3649488176799882,0.22775174724279562,1.6950153974783203e-06
390_sim,-9.363892501392398,-5.122645343465035,-1.0997571554867968e-06,0.35678915983567844,0.2031503837728787,1.528605191040508e-06
391_sim,-9.901973789247007,-5.339927912212491,-1.5662362135543373e-07,0.17865647070717722,0.06805039004652347,5.185513463712993e-07
392_sim,-8.375005703971478,-6.195092113764226,5.851611973983383e-06,0.3576077124848979,0.4162439521168128,2.9371947149070504e-06
393_sim,-8.46395099113508,-5.479666108862714,4.619632786936612e-06,0.3693028277906775,0.3395176106680563,2.330590897042892e-06
394_sim,-9.965471551979768,-4.874016717182746,4.4754894221655015e-07,0.15221751422911714,0.04687959125222246,3.691677896786612e-07
395_sim,-7.164306514866944,-7.611457342664524,1.3909263627524733e-05,6.666855594888928e-05,0.7988706112324282,4.567609071215696e-06
396_sim,-9.682324101367024,-5.04663874138811,1.2786951624651934e-06,0.4515366800285487,0.1604365158764906,1.1847185695973206e-06
397_sim,-9.53678772540302,-4.658352204746327,-2.57431717643667e-07,0.3182565410476058,0.14244021078245367,1.0993115486859823e-06
398_sim,-9.495871474287133,-4.766389260729826,-2.3883814997821e-07,0.32540644818604236,0.1464425927530549,1.1045136168082615e-06
399_sim,-8.69877218116819,-5.781175013270421,3.561017606518375e-06,0.3428085281939635,0.3209557294777906,2.1776599135950234e-06
400_sim,-8.644609599859791,-4.678696847986683,-1.5673722685323388e-06,0.3746228144106977,0.3017446636873134,2.163238000379396e-06
401_sim,-8.159468869223886,-5.711065182251785,5.598889428103175e-06,0.4167714072526488,0.49194491735651735,3.120459917459469e-06
402_sim,-8.34594489899985,-5.916175651876869,5.744979939606004e-06,0.19268392218238856,0.1926837844298321,2.955030740562603e-06
403_sim,-7.4743073616865345,-6.438110532837562,1.0264017772672953e-05,0.43298310860365236,0.8247833241064432,4.45405722770836e-06
404_sim,-9.22627757065848,-5.423634668427309,2.97171826240557e-06,0.35679926782425775,0.2046409325390288,1.5420163955709134e-06
405_sim,-6.9389378091381335,-7.029633856324723,1.417755675988653e-05,0.4724294503044576,1.3842035505931063,5.795904738322152e-06
406_sim,-10.027691627396303,-5.609065557314037,1.2820723143651785e-06,0.3445901830189787,0.13769220771116503,1.0664093550901305e-06
407_sim,-7.555367758184435,-5.14806653517471,7.877701579559235e-06,0.4397702433688863,0.6443166562270457,3.5180368970445505e-06
408_sim,-7.7009828758033505,-4.398092870405192,-4.2611445284368025e-06,0.479236157480376,0.6058000393040973,3.6546946720321094e-06
409_sim,-8.333640573951328,-5.516071501559494,-2.500594124801861e-06,0.44562937182386286,0.49472416920947665,3.356006998408979e-06
410_sim,-8.493740489385704,-5.157067005552913,-2.135663790816828e-06,0.3998598335671815,0.3742851695858122,2.6406070357255464e-06
411_sim,-8.412099402677317,-5.037973392979924,-2.5144391817770534e-06,0.4460122870579198,0.4312207082719678,2.867514989885814e-06
412_sim,-9.046344114306759,-5.152053512014892,-1.6464643304427596e-06,0.4035482961033695,0.27199386607346104,2.0255143408935476e-06
413_sim,-8.499813664527935,-4.531958526355414,-1.9744181081214393e-06,0.420897803545613,0.34212833881061017,2.403940878658548e-06
414_sim,-10.032030399166409,-4.537195079127602,9.662547320796072e-07,0.4788690337772729,0.11278687121321167,8.583441593954553e-07
415_sim,-8.098088542806364,-4.549439648342592,-2.535467885639517e-06,0.45709062874942014,0.48051254622638223,3.302665744318349e-06
416_sim,-8.237927927271855,-4.6053418965713355,-2.331984867865255e-06,0.4358848568160455,0.42509708741301183,2.883455375810472e-06
417_sim,-8.59314318109402,-5.956130309901372,4.548660453591363e-06,0.3696214388365283,0.3774258102034471,2.6170948719079046e-06
418_sim,-7.859489101245221,-5.09791052894913,-3.573551701064765e-06,0.46094079007194333,0.6247501456587721,3.9295581318990114e-06
419_sim,-8.41831526014666,-5.885726966605491,4.6962592983217215e-06,0.3786557540491995,0.4008799272919883,2.717756374315796e-06
420_sim,-7.63795024307829,-7.085254300845821,9.817690913494356e-06,0.42103079997445475,0.7721162862784502,4.489921207518123e-06
421_sim,-8.710482273508404,-5.003965581839987,3.36877478332505e-06,0.3849910240521358,0.28604297522717803,1.944084022418004e-06
422_sim,-7.389350918059045,-6.631291882736629,1.0275419816735751e-05,0.0007041287228236296,0.5231565804168758,3.760552661957754e-06
423_sim,-8.98527560169287,-4.916386679915108,-1.2857620363946909e-06,0.3874096637831366,0.2524377882048323,1.8804315738866888e-06
424_sim,-7.702246220938388,-5.114116368332969,-5.394037812750414e-06,0.5011539234009632,0.7449533641314258,4.528166922666845e-06
425_sim,-8.823301643742417,-4.865195533143253,-1.8229123190833509e-06,0.3910009259805932,0.28965261107121876,2.061594453027874e-06
426_sim,-8.53363521162663,-4.861961358249775,-1.7771243098486617e-06,0.437104244265273,0.36792867828687437,2.59204734890678e-06
427_sim,-8.556435260291133,-4.922726489226522,-1.5662940804611066e-06,0.4158673155654168,0.37980128919817363,2.579542163540776e-06
428_sim,-7.070556705553133,-7.950293268497585,1.5492830396631435e-05,0.36230703974980843,0.36230752504462016,2.8099804082649005e-06
429_sim,-9.24507942897982,-4.542954411701801,-6.961288704758482e-08,0.3022722232909428,0.16239874270162963,1.2336050291600844e-06
430_sim,-9.510685886678612,-4.809711603107377,-3.470949833655143e-07,0.30907601934170437,0.13778763068582123,1.0449224819507984e-06
431_sim,-9.130390131772263,-5.503640342333587,-1.1828278578196207e-06,0.38399005535517894,0.26606263991799034,2.014832497022013e-06
432_sim,-9.141639773905753,-5.408392655108806,2.7081171532758496e-06,0.37602376982349395,0.22234752683708225,1.5920365639410425e-06
433_sim,-7.838834064790059,-4.357177011563188,-4.481582085689099e-06,2.1579186437577746e-05,1.0498247866069603,6.472858319713106e-06
434_sim,-7.461276981607676,-4.4404432792283295,-5.011375381773972e-06,0.5298561663056404,0.7776679600230728,4.427457821974639e-06
435_sim,-8.724201542955077,-4.974013725739302,3.223792766325148e-06,0.3740253423094548,0.26974254287099164,1.8867096726428303e-06
436_sim,-8.77097880451804,-5.2834194944723105,3.829521739585294e-06,0.3307449768066942,0.25830428954494894,1.8226366861892977e-06
437_sim,-9.221686787679086,-5.170565202997727,2.4780842166311238e-06,0.37518176017585353,0.21176068148208313,1.6156000163153179e-06
438_sim,-7.118298207737903,-7.120380654723774,1.323419848129539e-05,0.44234493002950975,1.153740724592039,5.32070820881531e-06
439_sim,-6.810315028830701,-8.037291612145065,1.7392321645959466e-05,0.4993639328905764,1.807428481439009,7.219658686793605e-06
440_sim,-7.203924083457473,-6.935816065179255,1.219851976293636e-05,0.4534506233436425,1.0941463230504158,5.243626477483894e-06
441_sim,-7.173334224272292,-7.564134196482183,1.3403879031791076e-05,0.9379285122961187,2.3017056990833855,9.430347659492301e-06
442_sim,-7.26130366188156,-4.495093511664567,-7.116544709328129e-06,0.5842553983263512,1.0441478473845254,5.431575233054205e-06
443_sim,-9.683744665781337,-4.924472959215977,-1.7966692716393911e-07,0.0012800875136738485,0.07797505689998069,6.665844093937981e-07
444_sim,-8.960301467612602,-4.775437789521492,-1.5909290134330388e-06,0.39185751735759167,0.24957479223149434,1.8177641573092438e-06
445_sim,-9.650627796031708,-5.179337186242895,2.0519990810027514e-07,0.24282721661299078,0.10972384728942809,8.481832624636199e-07
446_sim,-9.26709720397013,-4.804223575493213,-8.511446493231978e-07,0.32022694215527026,0.16498881346391797,1.3210224616979054e-06
447_sim,-7.396631157945998,-7.191770935860763,1.1872535156793138e-05,0.45848987551857956,1.0353808568068157,5.396514779934301e-06
448_sim,-7.216196618822469,-4.634032772220253,-8.306401172209225e-06,0.5811476322940533,1.027269241572837,5.478041862299266e-06
