,P0,Ls,DeltaG,DeltaH,DeltaH_0,P0_std,Ls_std,DeltaG_std,DeltaH_std,DeltaH_0_std
252_sim,0.11424431221303098,1.0607306796309706,-10.060762604917521,-4.114863172616459,4.41251616586192e-07,0.004285081907326522,0.04003894889423775,0.1561039819121308,0.15991975715765847,3.9014610076173495e-07
253_sim,0.06452431411335345,0.6939220752864401,-10.274133731831759,-7.112979145899176,5.551788560195048e-07,0.0024840041732857383,0.026477639224604308,0.16273512975235327,0.2737030804234059,2.981927121849966e-07
254_sim,0.2095516907440452,1.343753691705705,-9.678277084130414,-3.0140028470211693,9.473018244258875e-07,0.008231989712975103,0.05252909974439557,0.08002337941731816,0.12350132240428977,3.1138729099621705e-07
255_sim,0.07546973282091432,1.0967629124871763,-9.890485078359422,-5.759757623327417,1.3690369416559028e-07,0.0053659003519918235,0.07801023192689317,0.09315509970510366,0.41948346346019577,2.4233534143159063e-07
256_sim,0.09877186619519518,1.0919627795951865,-9.856920941044654,-5.0904353945527445,4.3043165225729916e-07,0.005152632131076371,0.056688544863307364,0.13850551947170628,0.27603401816522943,3.71035605033299e-07
257_sim,0.12449269057920483,0.9161872593779643,-10.123323903261939,-5.284419936466437,3.208746567678361e-07,0.005440838896897774,0.039679417048169165,0.10282779717725364,0.21319817967001295,3.505123996117427e-07
258_sim,0.1144553742894006,1.193008542862629,-10.03111637786225,-4.3511922131204015,4.662771994821663e-08,0.00436954258247109,0.04547467213482088,0.08527098680834885,0.16938405524716887,2.1333700960198084e-07
259_sim,0.10008256503224523,0.942104578579246,-9.984588323611609,-5.46594525892484,1.88766041323049e-07,0.0050269399252986175,0.047298347381385775,0.08949266846014993,0.27158165407008955,2.548509838267577e-07
260_sim,0.10375555911938587,0.9475871218126513,-10.085941160647875,-4.3587441659921415,2.6403879004286625e-07,0.006719039057726253,0.061166954393035856,0.18727768955099205,0.286709229473725,3.296315178340122e-07
261_sim,0.12060285594195654,1.055883921664779,-10.008743303532054,-4.592716723328559,1.2803267259689225e-07,0.00637771557474641,0.05535169077917128,0.09564949545064286,0.24874029946643467,2.817863636119058e-07
262_sim,0.09351755152346557,1.027943039500481,-10.113480340087692,-4.038362286907557,2.6019507430903276e-07,0.006542448694246746,0.07190213506354165,0.20730362956219067,0.28200781959758586,2.919114129875784e-07
263_sim,0.09366406258937962,0.9625036995921162,-9.817918320460725,-5.069638502406135,3.713587974539055e-07,0.004584617477321699,0.04712584422272308,0.09265433948700047,0.23191684209762745,3.0353880394453547e-07
264_sim,0.12367933625009425,1.104357004697539,-9.88674298995905,-4.193818024568915,4.033040513588115e-07,0.0042078376746554355,0.0368536875380656,0.12816986956203302,0.145289670181231,2.974336439005936e-07
265_sim,0.10475446291189731,1.1248329847788203,-9.879324132172894,-4.229380134089421,1.611778311720161e-07,0.004268897089326417,0.04634405155971533,0.13799999165255447,0.1777650084239852,2.981373445067682e-07
266_sim,0.12924726075754167,1.169965063252293,-9.918275315108225,-4.064461751680033,2.0816375891622596e-07,0.002741186200070283,0.024619218711758303,0.11639476357031675,0.08912037289196548,2.715485093597913e-07
267_sim,0.09724090567751373,0.9698162123416388,-10.104717978081515,-5.353394369027025,6.662113513794342e-07,0.006471759917074868,0.0643324099107997,0.13939317162427178,0.3550946537484992,2.6724371344457787e-07
268_sim,0.09999464686219098,1.1262224214777707,-9.942935790371624,-4.778861244420094,5.188188365082442e-07,0.04371759924436347,0.4943753963080891,0.30636232799684554,2.0901003435259113,2.4691036030631217e-07
269_sim,0.08092699741927525,0.8630188354336056,-10.172178362145775,-5.859416665482972,1.976363009491857e-07,0.039181554419144,0.41796236833623046,0.32926736917628524,2.825706382962411,2.444443778475741e-07
270_sim,0.07653684813520684,0.9597318289036649,-10.17606384091925,-5.497122395813077,4.957750328048297e-07,0.04815494939203803,0.6032892808057514,0.3835264917969676,3.4485811873782524,2.3496806438250005e-07
271_sim,0.13925831666805663,1.035092318586598,-9.911672392909626,-4.527523595911458,1.326995329496952e-07,0.006144719585965632,0.045640428841242815,0.08112881714658252,0.1991459511037862,2.9648480035354347e-07
272_sim,0.09117396295802253,0.9552403742138242,-9.94125173840616,-5.246978772084766,4.507173547341953e-07,0.00768045473494765,0.08036240247693384,0.13953064096830078,0.4236567292781137,3.547984403812883e-07
273_sim,0.1131394336341849,0.8429817716675095,-9.902005981657181,-4.729045828909173,3.0637284671139455e-07,0.004099532730150739,0.031295273311561456,0.1143992183267998,0.17885928564201928,4.020092405791731e-07
274_sim,0.11042887766184312,1.0249500420457192,-10.071057513622534,-4.4865290835386,2.681386902508567e-07,0.005551949152201442,0.05153898537734977,0.11198261971891936,0.2321768983931292,3.018383170283798e-07
275_sim,0.1108013268163868,1.005015716079587,-10.005607457011486,-5.411917949514082,4.106950062373401e-07,0.005905639421499662,0.05328371656250429,0.11548440010305093,0.2828241538780318,2.896769998924729e-07
276_sim,0.11320306278992168,1.2076052563103563,-10.245259719031177,-4.956431359877893,3.7236705784407385e-07,0.005263176939908263,0.05629298259909187,0.1431748941821291,0.2273013569492045,2.3672305429270537e-07
277_sim,0.07316883192565529,0.7287683969827918,-10.133234854880936,-6.962394107302187,4.566815608846996e-07,0.0037287982324845067,0.037036809132661455,0.13223209685024886,0.34050078737605655,2.9186481097435825e-07
278_sim,0.1042998665043521,1.0068768072298597,-9.936086603447217,-4.829282012343002,8.997010814082124e-07,0.00699428729300445,0.06766754643750703,0.17107184722244834,0.32838705374768823,3.615130555769934e-07
279_sim,0.11951020458327145,1.3557299892306032,-10.067756463906711,-4.594593652473706,7.788334910588234e-07,0.004965419605987964,0.05596904943916054,0.09212211521526135,0.18769245274617793,3.008938218818866e-07
280_sim,0.06579904453854979,0.8099892823687191,-10.066512032198158,-6.861266703871257,-2.5963334258006824e-08,0.0030492518342573,0.03729652089603645,0.13239411865113743,0.2963323706401575,2.4188856296240813e-07
281_sim,0.1151999674202142,1.231868981303978,-10.150726149705458,-3.920776163740376,3.789931806138501e-08,0.004589656730787189,0.049525128048542776,0.1612668783662649,0.16518243070119895,2.3142615275145657e-07
282_sim,0.07179138096877982,0.8010805564626803,-10.281242112391027,-7.277202689650676,6.161523276956495e-07,0.034602546512150854,0.3861059130465542,0.3008292144751205,3.5026562409241784,2.4697792358004487e-07
283_sim,0.1028608387966217,0.9905287518215256,-10.044953230316233,-4.764659814092092,8.032293074658678e-07,0.0051395361312813245,0.04934375094517252,0.10421366496090534,0.23740064458353322,2.2435461071234628e-07
284_sim,0.10398138225095249,1.1830536401746699,-9.972276292646217,-4.630583786187151,3.628333323036686e-07,0.0043854490475945165,0.050085778482109614,0.08001929215272534,0.1993100331701336,1.9171547326350005e-07
285_sim,0.12826783298567854,1.128529534031292,-10.055735322121723,-4.2288615573516815,4.6474386725695397e-07,0.00501433359931764,0.04392074824684884,0.1278258769895998,0.1671641697610731,3.625490160470256e-07
286_sim,0.09093539865711486,0.9410150709742032,-10.03414994051096,-5.117084714402499,5.57936286153885e-07,0.002838238172049721,0.029266994472262116,0.07562730873574681,0.16486958640252827,2.0364504468409202e-07
287_sim,0.05923361325869289,0.6388875370841564,-10.141530031285198,-7.3366625028773775,4.1964503144276567e-07,0.002504052794809085,0.026940416068071,0.11809043176191665,0.30971314152305085,2.2994391926752507e-07
288_sim,0.08606091258650048,0.8494346716719526,-10.199603893266241,-5.158953770695736,3.910260959295685e-07,0.005632822024913391,0.05514451410492573,0.23278062705194766,0.33878405102000614,3.8376086407877285e-07
289_sim,0.12891146357253708,1.1033730567661755,-10.043252861069185,-4.483047448037386,7.15227976973309e-07,0.0047399463500673355,0.04094514061047332,0.11661076223370316,0.1707288360063283,3.343489760085181e-07
290_sim,0.0935315502375675,0.9211395827031995,-10.238122309134468,-5.538011014651272,-1.2770437807396812e-07,0.005734346181290242,0.05680461135434504,0.2164093669938983,0.3511353557967288,3.6547794170179725e-07
291_sim,0.07883909407200794,0.8075422050146126,-10.18462313435448,-6.825527336790028,2.452270517966491e-07,0.0027531706714229464,0.027902812829868857,0.08829826671081224,0.23765013824620468,2.70495040267655e-07
292_sim,0.09834651558221448,1.0501337977366143,-9.77950891811766,-4.834677443293537,1.175817301470626e-06,0.0057548948904546145,0.06113719680171942,0.14910799964679633,0.28625900392608,3.679397531988575e-07
293_sim,0.07902015155736815,1.0721785595120967,-10.147927410193551,-5.289217509245106,8.892360817486109e-08,0.005015432615101499,0.0681399995883489,0.2025124257306875,0.3371386701383477,2.2890769773514303e-07
294_sim,0.10137660487810428,1.0751982609455797,-10.039734647641113,-4.829989690497237,9.359296011932866e-07,0.003291763005368736,0.03486849575219204,0.0945854217554662,0.15413896644310945,2.153885014874766e-07
295_sim,0.09040447835518153,0.8875544764611867,-10.111237719202999,-5.495645433590013,1.786827603205681e-07,0.005434248960417689,0.053483153181186224,0.18225830894254202,0.3339834596389126,3.5712152252865446e-07
296_sim,0.08591208582375164,0.895405819059839,-9.975479232728143,-5.271835833129797,4.3333211728520677e-07,0.005399829936093538,0.05617909449641242,0.11492680920156137,0.3377192429253699,2.910607327065553e-07
297_sim,0.09115032981859984,1.050121287652236,-10.060951423944902,-4.757880829422035,4.6046754995305855e-07,0.005228361692508877,0.06049677606396886,0.10954764909976619,0.2753089924837798,2.5410746655687986e-07
298_sim,0.0950932685160691,0.9284203180487567,-9.867304471560534,-5.013634468345506,-3.154917034295172e-07,0.05549632021671795,0.5427867736750444,0.3673789369043221,2.9166252281778737,2.0932141567803973e-07
299_sim,0.09234828245233967,1.0311826548811402,-10.156880996586107,-5.111413920297646,2.0120783655906575e-07,0.0038596318376569235,0.04336737546743381,0.11407945358409394,0.21448978101195584,2.6116474010364367e-07
300_sim,0.11707877014311792,1.0748054816025019,-9.99811843467534,-4.088144879877404,3.114223187009116e-07,0.005283903290410445,0.048088759243773226,0.1916540253488331,0.1806082065323292,4.5629162313902323e-07
301_sim,0.11441901041871308,1.093457977707098,-10.023290127091427,-4.4846527464393535,4.5187618126851766e-07,0.005384160052473277,0.05093702775375031,0.1604303768968652,0.22472123775310898,3.7926367645032424e-07
302_sim,0.09256095061041691,0.7288767060880362,-9.988911524688477,-6.068731127903266,6.964750710232762e-07,0.003897196818847205,0.03040118243564213,0.10458651231466312,0.25040476093618436,3.138354624631017e-07
303_sim,0.13355981604364545,0.850667363262997,-9.87256982954079,-4.853500812256429,3.947198889423165e-07,0.005148362957267802,0.03313020930249972,0.08721701847953271,0.18769911812054937,3.851749890118033e-07
304_sim,0.10857754106661145,0.968970757438565,-9.998012881480408,-5.081163137895098,7.864866508662842e-07,0.006487405311932667,0.057805752272265906,0.12065849273710667,0.2950422654149163,2.4018904102090535e-07
305_sim,0.10282765883783974,0.8389593351883889,-10.034451771216464,-4.97171375227996,7.88790558701895e-08,0.0043889832880748,0.03517276252606668,0.16849414584366273,0.237226272274023,4.294826872301807e-07
306_sim,0.08009565428718131,0.9034736742472772,-10.13922008202514,-5.685820736075334,6.359896632245185e-07,0.0025460830421910785,0.02886642492886361,0.10143334284614575,0.1821592879795073,2.2763525974193286e-07
307_sim,0.11163874139719997,1.2274653398991875,-9.756740564013576,-4.1828283460767235,5.242785119878315e-07,0.005202087051773872,0.0577157586821956,0.14407962288105797,0.2024388768464311,3.038592154285144e-07
308_sim,0.1136593484051148,1.3236485621418856,-9.69440923289783,-4.29050434870279,3.4985805807147326e-07,0.0029103368002916324,0.033964728495533676,0.08632585860607023,0.11328374837166359,2.5131060939807725e-07
309_sim,0.08173594276045122,0.876554967474999,-10.176215475589268,-6.054135086393979,4.315355821720183e-07,0.00471897821973702,0.05043027018099637,0.19262004217383932,0.3268996613072512,3.3993757842018347e-07
310_sim,0.0791325489086135,1.0117676883419717,-10.009652566456277,-4.8938416970236736,8.073027798320237e-07,0.004813175656608812,0.06111615848908675,0.10354128158688553,0.29408103386915024,2.283613636616354e-07
311_sim,0.07251135126731419,0.9290833603882794,-8.064492674352312,-6.999559462988494,5.880839108327335e-06,0.09269372026864364,1.114004123412947,1.006291533400855,1.0001322689173544,3.634834184730533e-05
312_sim,0.08035467502130055,1.1503555540691297,-9.960699221034197,-5.03420990281319,6.823555313327475e-07,0.0031788791546194265,0.045629675170405996,0.06186501527294194,0.19955633425929797,1.433346524764254e-07
313_sim,0.06747255166364431,0.736104402800717,-10.186056220807403,-7.31076723827001,8.587836046388601e-07,0.0032796618022680702,0.035611003767566575,0.14445803250789171,0.34903830282892867,2.743194183845459e-07
314_sim,0.09874688430097976,1.1543560545379712,-9.76250354038911,-5.009261271980261,5.929307238722367e-07,0.004513619441429422,0.05280333377341273,0.11372927500324483,0.23173887521301823,3.104789605660574e-07
315_sim,0.11539810833655972,0.997588785082665,-9.760358590581182,-4.671949795659288,9.423559679292875e-07,0.005112795601887878,0.0441671889244543,0.09993803186579259,0.21351659252525595,2.9069863154391023e-07
316_sim,0.06930661810633756,0.857717219148554,-8.06763789180978,-6.9892979321721596,6.422730025802998e-06,0.07862715209004506,1.2091689252091413,1.0261695158907838,1.0046328315414415,3.0385456949492067e-05
317_sim,0.09103245563065084,1.0331722876656584,-10.006856373841213,-4.752018014728056,5.523427767900436e-07,0.003747306447270753,0.04265896407308963,0.09426327773831451,0.20167916977419847,2.251723423401431e-07
318_sim,0.10215037267997279,1.1682576592544978,-9.884823228883857,-4.597293160460094,8.60178524077685e-07,0.004525180184681624,0.051864528083521905,0.1067493941227062,0.20922509104811218,4.127235272267955e-07
