,P0,DeltaG,DeltaH,DeltaH_0,P0_std,DeltaG_std,DeltaH_std,DeltaH_0_std
21_sim,0.11606363954223702,-9.659270758572362,-4.958465068936929,6.658002768353768e-07,0.00031878113115946775,0.09725163337200825,0.043871696496223335,3.751259202728662e-07
22_sim,0.10514913176740658,-9.531829135988676,-4.97469391142126,6.361312642323105e-07,0.0005555689252561219,0.1695355755367522,0.07692854817588553,6.214292980186572e-07
23_sim,0.13669434435046365,-9.56683524060544,-4.192915487883017,6.866730251653514e-07,0.0009208106124864487,0.2597658164313584,0.10867473511845768,1.0069288842382162e-06
24_sim,0.10015180994717301,-9.60398549184845,-5.0671712777043325,3.849494777449063e-07,0.0008029799658156046,0.30789219348339364,0.12378975699028387,9.5577453993033e-07
25_sim,0.08081215996771232,-9.783305371958482,-5.279344238090615,4.483388840560916e-07,0.00026280226054664824,0.12240796245820694,0.04566319607897772,3.1408614440375124e-07
26_sim,0.10404486573201621,-9.67913795325785,-5.140256371767974,8.198454141061006e-07,0.0004510836848057363,0.17058020885380482,0.06871224784395559,5.536170502993041e-07
27_sim,0.11200780982934253,-9.800153735690785,-4.701089361446625,1.9035148828943466e-07,0.000347305689258671,0.16309998018908717,0.05199251565415916,4.330384721264852e-07
28_sim,0.09769335667039344,-9.931185592930174,-4.704339109811726,-4.150740966693339e-07,0.0003690160863218083,0.14482996912554255,0.051696873323166456,4.048723675884818e-07
29_sim,0.10709848142088743,-9.980897426727214,-5.151635141759934,3.389113749413987e-07,0.00022950543214074815,0.08997225371426083,0.034840510514288735,2.8711773002504726e-07
30_sim,0.0943202458603853,-9.771329443052002,-5.196476282072339,8.087384291030019e-07,0.0002783767660447893,0.1296500974597131,0.04595937938836042,3.510130035092968e-07
31_sim,0.09342120205359977,-9.341271672258568,-4.837084978485508,1.5597147949876715e-07,0.0008192891117827597,0.26000028176181067,0.11535858641280243,8.531252178580273e-07
32_sim,0.0986005967204489,-9.564287261445685,-4.8533805169146484,7.152870527203501e-07,0.0004277542210675218,0.13956356127270472,0.05973231755486882,4.609230601582473e-07
33_sim,0.11479992278522932,-8.922193859542164,-4.509139259259056,1.4407169047932336e-06,0.0017812470915138088,0.32755555608217624,0.19155585730471852,1.57320556393753e-06
34_sim,0.10000966322758587,-9.394633909879898,-4.746665320505829,1.0982375787815957e-06,0.0007154745235580264,0.2201630537611554,0.09681487167299768,7.434039825702667e-07
35_sim,0.11486776859311561,-9.93716048100917,-4.2865195573345565,7.662038223523416e-07,0.00032462379033839213,0.1221127746542038,0.04038960741920552,3.47962272618588e-07
36_sim,0.09771350859067224,-9.580191003546439,-5.054422698926815,6.914796021042702e-07,0.0005588786759294245,0.17641752555734447,0.08023603561665663,6.20253955707575e-07
37_sim,0.12595216655154526,-9.260422787210755,-4.891149921930884,4.304878396320712e-07,0.001324849133951037,0.2987142885865431,0.166243090788348,1.4642357836334218e-06
38_sim,0.11931230697768919,-9.805999196872843,-4.586741033447954,-3.313242237299169e-07,0.0003385690219550254,0.14963721311496736,0.04893062960833619,4.18447015130198e-07
39_sim,0.10572448318062012,-9.860695123362063,-5.062802703120596,1.9284500709322066e-07,0.00028389443866386443,0.10383694710567684,0.0416214771520037,3.4202746517773246e-07
40_sim,0.10012219389529405,-9.816433252388322,-4.654282128432532,5.575784061625736e-07,0.00024919037487814967,0.12007105830019886,0.0373947929466558,2.897232857612127e-07
41_sim,0.09390479869324803,-9.458237764957026,-5.573406220017979,8.834476698274156e-07,0.0007962397863983823,0.27847313034975846,0.13227185198242222,9.899664697911009e-07
42_sim,0.1338332341587983,-9.47036396377526,-3.9660820116146063,1.3821106169636766e-06,0.0005850827370393328,0.14957409734322744,0.06261907257075244,5.761576677508861e-07
43_sim,0.09977848988664968,-10.044098525904833,-4.854102854257459,7.094622004194843e-07,0.00028352430763738194,0.16693301162806556,0.04579089817850132,3.55912915834948e-07
44_sim,0.138147188290169,-9.50004494416623,-4.081960509656149,6.809547560855562e-07,0.000579010848492334,0.16384876988804695,0.06729961719668724,6.24029726335408e-07
45_sim,0.07967237851605222,-9.994285832038397,-5.837255568168002,4.6021769273876485e-07,0.0001733794467275842,0.08023620033050789,0.03256802681084148,2.2697289753021158e-07
46_sim,0.10817268873783675,-9.942272385987536,-4.720399507854705,1.738652522471155e-07,0.000233626571401113,0.10061407151332406,0.033536314678577726,2.748413745166139e-07
47_sim,0.09445926747767054,-9.689345965577804,-5.067119181607076,5.839158571910475e-07,0.00029029154655332216,0.12198355494039875,0.04553974227469428,3.4729281590818415e-07
48_sim,0.10264153409743347,-10.103571967423179,-4.889401190525736,4.348025676405938e-07,0.00022777232728627482,0.17029411887044363,0.03961454496167722,3.163403908803365e-07
49_sim,0.09773659076957776,-9.496333946201476,-4.776081624048685,9.675652656958375e-07,0.0005342897210930493,0.1599080508886776,0.07148422636289321,5.504677563194246e-07
50_sim,0.10172596349659928,-10.089637825062098,-4.903482478987492,3.917017612591473e-07,0.0001570327162167872,0.12367619799160566,0.028329996456521678,2.225995572479103e-07
51_sim,0.1498326150404587,-9.59266731167273,-4.261857809205763,9.426560417830379e-07,0.00044111525268233605,0.13371559023857946,0.057033615464454214,5.547071717911429e-07
52_sim,0.1172602825613995,-10.049951355877903,-5.085038395682746,4.189112957722517e-07,0.00017745192651880354,0.07644819883571718,0.027238935040538162,2.3451588382391753e-07
53_sim,0.10395327735001432,-8.745749202246046,-4.348130604508005,9.54067502919527e-07,0.0027360242760760454,0.4654949405134883,0.2787838277596794,2.1249358720821883e-06
54_sim,0.1159317786583389,-9.817221975070924,-5.082970728007654,8.879954703802004e-07,0.00032492693393146625,0.10900427511981052,0.0468857464134056,4.030077494039139e-07
55_sim,0.0997023397868528,-9.880250940516781,-5.0178832166771565,5.589206796585643e-07,0.00021475882682743042,0.10458515509574745,0.03452252411467542,2.6779507296012055e-07
56_sim,0.12831173448113506,-8.53604189524202,-3.6606656476132513,8.930890757332235e-07,0.002054735875370054,0.2600876976467807,0.16153214949735933,1.3926798696231473e-06
57_sim,0.08098995422164122,-10.07207704841445,-5.044300085602434,7.004696989046297e-07,0.0002216060762576149,0.141985597334844,0.03885148957979774,2.687772276947084e-07
58_sim,0.09320840481998736,-9.44860730104784,-5.157050408353267,5.644415466395308e-07,0.00044238032147968643,0.15920392195137892,0.06909304651207843,5.120767014192424e-07
59_sim,0.09135503275066995,-9.732720789220346,-5.4974122676886115,6.984305390961054e-07,0.00020701734902243862,0.10233444366642866,0.03785779819950728,2.771840469125467e-07
60_sim,0.1127594432539255,-9.83929880809,-4.679807359298901,1.5208781579001106e-07,0.00038024037982763793,0.17235006251261825,0.05534887738518694,4.663048300161588e-07
61_sim,0.0784777822804098,-14.410241714879986,-4.360555381023731,-1.5564456558394462e-05,0.005583185050270277,336.42575332523904,0.803614849222083,5.813557588923608e-06
62_sim,0.07807125206616924,-9.386747220018957,-5.927011662257632,1.0637125640025774e-06,0.0005290706264003843,0.1640996552359895,0.09337226525713775,6.311641106875131e-07
63_sim,0.08472960320580285,-10.758253054891389,-4.43874535203728,-6.45957340205743e-06,0.0013995130041784185,2.7657087199481025,0.24488099138108108,1.797491099572243e-06
64_sim,0.11643451632151361,-9.968374844066751,-4.75434399653571,6.680236835982299e-07,0.0002901722964796587,0.10847498240892256,0.04017911835184009,3.464988814000528e-07
65_sim,0.125820157422988,-10.073889329567884,-4.435044956937116,-2.7368342839821056e-07,0.000412594461574099,0.15848705270685828,0.053855764521412657,4.855013238847984e-07
66_sim,0.11462303813246544,-8.412025274909938,-4.555644948820267,2.77105786856307e-06,0.003983554604584698,0.49011125221171514,0.38252445485855413,3.0317064948465834e-06
67_sim,0.11136659728330942,-8.444383263775709,-5.274868910323025,2.701887356042227e-06,0.003306611935831241,0.42498890371198417,0.3728971928027253,2.9044400581675668e-06
68_sim,0.09981909406133876,-8.78929376041253,-4.854344892672992,5.711828679913355e-07,0.001957934240564468,0.35288523152716034,0.22829530455610827,1.69909351921767e-06
69_sim,0.08884750701786025,-10.197477170851867,-5.089024276989242,-5.796233904018492e-08,0.0003335803354226069,0.17006699226771146,0.05368754301593315,3.9995848219663016e-07
70_sim,0.11227548325454785,-9.712311395300246,-4.953999670957281,7.252375248853062e-07,0.0003218723233406369,0.1332300862086112,0.04892604415089767,4.0808801814260033e-07
71_sim,0.11737584984424346,-9.987561225352273,-4.91233254216447,8.229042043997239e-07,0.0003020199320886463,0.12585248265679833,0.04461343619095103,3.8349869113462115e-07
72_sim,0.12799395044724912,-9.807986052538046,-4.308329216972498,3.796645371177602e-07,0.00029972845023771877,0.11690415893492208,0.039325201845317515,3.508604262494173e-07
73_sim,0.09837182288552908,-9.611396329216072,-4.71379430249913,5.772724464202471e-07,0.0005928384489746466,0.19718316739727387,0.08068624459027132,6.239239437167306e-07
74_sim,0.09552344916149745,-8.827151072147931,-5.1427896021867765,8.427466223280511e-07,0.0019094062417877762,0.36217812958763296,0.2412713692845313,1.7550790846012715e-06
75_sim,0.10297137831389794,-8.364520438272713,-4.874685070454868,1.8754204962900212e-06,0.0031132733949536667,0.3938768441802588,0.32605090530530334,2.3869834776815353e-06
76_sim,0.1083971287401467,-9.36513098979368,-4.441907807658216,5.465750489272437e-07,0.000994036563402619,0.27138411800893153,0.11980853237575262,9.672645819817484e-07
77_sim,0.08589616645174719,-9.186099014448791,-4.439709814781558,-6.855746111280636e-06,0.002323668450429287,0.6279131571541319,0.2893290209268,2.0318682710708553e-06
78_sim,0.09061975006767667,-9.196965062002203,-5.743225046996803,1.3094296348029388e-06,0.0009047036804001159,0.24431573188495057,0.14483767410220705,1.0401711934203463e-06
79_sim,0.09846945282692059,-9.926302154518496,-5.169087818365351,7.868617264970035e-07,0.0002560229385004853,0.10806695727230334,0.04025240017975006,3.1412250714503067e-07
80_sim,0.11258065505392066,-9.82131029371125,-4.837062248743404,1.4876633862777225e-07,0.00021960463788733476,0.09974180264737943,0.03318334931612256,2.787412082619528e-07
81_sim,0.10453163151356894,-9.645231580920656,-4.829152839271483,3.3036433468034856e-07,0.00036483762404188193,0.12734147702642368,0.05091747262340098,4.1166674283798803e-07
82_sim,0.10104860094183409,-9.77043204164547,-5.052019997595521,1.0715126913400585e-06,0.0003046564246672819,0.15158550631868128,0.050626683490207575,3.935045183898566e-07
83_sim,0.1125904299733804,-9.969926080093092,-4.933865425979107,1.2118399604922355e-06,0.00030292517717332745,0.1629309062054254,0.048446377087070384,4.0856597144197804e-07
84_sim,0.1154905515266571,-9.477868058058428,-4.3078402563740985,6.281683326190939e-08,0.0007662693743389581,0.20885831156710194,0.08874410394333082,7.526672358849632e-07
85_sim,0.09413293129447843,-9.895843854209282,-4.98971068601012,3.702814866294241e-07,0.00033554947597993514,0.1844413523895664,0.0553215843929817,4.232049237338802e-07
86_sim,0.0912134214058549,-9.879800530007552,-5.881220838767653,3.062041372391246e-07,0.00024374392510058906,0.1419513775335402,0.049441786378116824,3.625767669994018e-07
87_sim,0.12141635011345515,-9.964261952450988,-4.334204193158882,5.260924905023776e-08,0.00030734433762266434,0.16655605683437513,0.04406657155169629,3.846714472852496e-07
88_sim,0.12300372969659511,-9.37651622480448,-4.410647701610718,1.0295797074178452e-06,0.0013529032906997064,0.3517732769903965,0.15956604523733683,1.3934159234344863e-06
89_sim,0.09291712350573278,-9.04581873614715,-4.831923557757067,1.292776834666561e-07,0.0010163884824220264,0.24240168981926843,0.13099983509692698,9.482577506578172e-07
90_sim,0.11830043733509431,-9.92064302234794,-5.1483534451078725,8.074979263050764e-07,0.00024098512916663614,0.10771703461280668,0.03853706117262248,3.2983075911830163e-07
91_sim,0.11426502015642233,-9.486436367232088,-5.1640735811756935,5.346689398086677e-07,0.0004947574487890504,0.14181399182859492,0.06974246071301847,5.883556916127524e-07
92_sim,0.10045516471626267,-10.056956081853672,-4.991599519052331,-6.125624132147291e-08,0.00019824802387253455,0.1338384135091402,0.03456277277614976,2.6857167178243065e-07
93_sim,0.08855847548994607,-10.000479614071073,-5.51565950330252,1.4530777432870818e-07,0.00027610036045307916,0.11885584208356874,0.04699084760463784,3.4888512165553413e-07
94_sim,0.09792111983151017,-9.624791472693381,-5.234555644106596,8.93728486593512e-07,0.0005520491322968897,0.18070168346624838,0.08289908366951769,6.418942086543687e-07
95_sim,0.09927640024058514,-9.70301753741623,-4.2266814562847035,6.875421392563287e-07,0.00036027397766108705,0.13977307993100938,0.04603484169178901,3.562158685122594e-07
96_sim,0.08191815496808731,-9.7816170049287,-5.035469717431175,1.0064620752889619e-06,0.0002774255687767573,0.1527582882087999,0.04876765317183905,3.3508546561656437e-07
97_sim,0.08601232236275451,-9.871108457780593,-4.997256888376283,-3.080951772475558e-08,0.00032924868716794237,0.155792064591559,0.052320197617412544,3.842470571191817e-07
98_sim,0.0991495641363525,-9.422498900253526,-4.522508570482649,2.3187846657040837e-07,0.0006883338773256256,0.20760316189054515,0.08789579948781959,6.746079815802295e-07
99_sim,0.09201357689276511,-9.907365990725463,-5.1241690510227675,2.6387225829323384e-07,0.00023798374741736616,0.15546559606268082,0.04371907959422134,3.2261310246814566e-07
100_sim,0.10432938170034205,-10.050198264884186,-5.1669837633827855,6.176730614391369e-07,0.00018695684156192893,0.09546546425361885,0.03011958580131708,2.468080460091381e-07
101_sim,0.1063739857359036,-9.734473949911493,-4.948994430219504,4.142641509253358e-07,0.00038705715803744544,0.12811425672747886,0.054323577412323486,4.447098708693133e-07
102_sim,0.10752277187676157,-9.661381638244398,-4.108609296858416,4.018551877277801e-07,0.0004986900944645491,0.1629696634906633,0.05822826964528248,4.7489387785520546e-07
103_sim,0.08570562966002279,-9.648045712773934,-5.832156685083713,6.889837652825672e-07,0.0005062596331985507,0.2059567395319301,0.09200591835241824,6.656011174491282e-07
104_sim,0.101915990997692,-9.745773065080952,-4.681654277047779,4.824794604369971e-07,0.0002539698726536393,0.12427765362167671,0.038898893379762024,3.0498866352223853e-07
105_sim,0.10369197627168433,-9.667030911822575,-4.580841378141507,5.710740524885773e-07,0.0003621054346920334,0.14068295674229056,0.04975020925652317,3.9894020332473644e-07
106_sim,0.11761669351784847,-9.81398099371202,-4.52824237471888,1.0529954597696898e-06,0.00022636051690026835,0.08435566103520283,0.030221723334945216,2.587714046308664e-07
107_sim,0.11233468288376919,-8.121550315910532,-4.974930197493554,2.6414938159252625e-06,0.004096741873426165,0.40712910601180763,0.4054371052353998,3.0850663953958016e-06
108_sim,0.08561206708014257,-9.67239699901582,-5.403861640736753,5.539366000739414e-07,0.00036451636123287543,0.15353586063564126,0.06195235036057728,4.4822057298588164e-07
109_sim,0.09628811047861541,-8.584139425041858,-6.185885259767776,2.480746301573576e-06,0.002169831740620964,0.337980822567334,0.310189144442764,2.2176553696797056e-06
110_sim,0.10736080017145148,-9.945239315995156,-4.997283216875619,8.09095049468551e-08,0.00023254781762870128,0.09102208072569366,0.03431808639999592,2.8227896561223225e-07
111_sim,0.08673193489052167,-9.693217393763563,-5.6820249179473485,5.641769634134191e-07,0.0002416748968270369,0.09017744492553752,0.04139249072126847,3.0322328126939833e-07
112_sim,0.10801212962943837,-9.510941946585039,-4.466507361913495,7.005471084240989e-07,0.0006846325396792688,0.20617887720882286,0.08526459283284081,6.916206693314901e-07
113_sim,0.07740606881122679,-9.80573103569984,-6.269892238225244,3.900646617086899e-07,0.00029326764996547494,0.12835632254111473,0.058928013809097526,4.077476821808286e-07
114_sim,0.1063437399193387,-9.952480996480622,-5.038251773361293,2.8706466507949474e-07,0.0002704843150110435,0.1018710797882435,0.03969994724376094,3.2744786338292953e-07
115_sim,0.1285652383990193,-9.36730547143191,-4.734141384910569,7.947403700426336e-07,0.000809300925221573,0.21025839430523452,0.1039237184421012,9.233203755180389e-07
116_sim,0.1016306862042247,-9.636691045344765,-4.800633943991643,2.7027465299382115e-07,0.0003266363667992136,0.1395533994494883,0.049459674140251084,3.8568425403202703e-07
117_sim,0.0847427758234466,-10.094849394874032,-5.322151287364368,-7.127437324930721e-07,0.00022393288205145494,0.1760456274197802,0.04319810680532882,3.1309482570486586e-07
118_sim,0.13401302402045823,-9.31430188811853,-3.615699712481267,1.0382560853001492e-06,0.0007564940668981513,0.17212587001161594,0.07134292940759485,6.532324051500416e-07
119_sim,0.08238493562131863,-10.62127771980537,-5.474960608309349,-2.7738403834172697e-08,0.0001771956104180645,0.3409212743057018,0.04156580305852354,2.887047746979488e-07
120_sim,0.08491219182827892,-9.817932197928062,-5.773743707409474,-3.179086465705294e-07,0.00025986669442021305,0.14152615423708126,0.05071262971713514,3.6526224970831996e-07
121_sim,0.09613606328095284,-9.245679034151491,-4.873804531484346,2.521597068627387e-07,0.001023400034448704,0.2635333054421738,0.13406506906436824,1.0119650736041023e-06
122_sim,0.11015243143630354,-9.459139938989912,-4.705631592815434,-2.5996784375813724e-08,0.0013351358841350396,0.42792160460512324,0.18030485252164297,1.4661260018553491e-06
123_sim,0.07788243133820866,-9.80601971696064,-5.804016328413021,2.7652835029947977e-07,0.00028684144958276807,0.11807133874288943,0.052514773989819234,3.6441115340593225e-07
124_sim,0.11204206592712264,-9.661591540876458,-4.505274705571274,6.90950590861193e-07,0.00036627163588452097,0.14552322927680322,0.050220948155769336,4.1709557505925523e-07
125_sim,0.0824367632779482,-9.836917745002888,-5.889779580817548,-4.262764315429839e-07,0.00022277490328667665,0.13996716671572537,0.04764297283770316,3.286863840248392e-07
126_sim,0.12718180367103904,-8.122558481893565,-4.203022415467325,4.026189267301206e-06,0.007224123213602793,0.6577997090866958,0.590777576007839,4.9340449519489325e-06
127_sim,0.09748043173976229,-9.566502091838991,-4.979329792518558,1.359439832498125e-06,0.0005795510590175518,0.18045120709672935,0.0816242651512323,6.306485451614031e-07
128_sim,0.1047935786923894,-9.737737765359153,-5.089531338013184,5.812929124960894e-07,0.0002746149449393702,0.10042452954026035,0.040709246714833794,3.3123227319391916e-07
129_sim,0.13491332175390983,-9.837763188732644,-4.913927778724433,8.46654776610627e-07,0.00033802980510925227,0.10748943502581043,0.04761623147227782,4.442025578957771e-07
130_sim,0.11923109443011459,-9.65816840809274,-4.703467549897184,7.040387824815924e-07,0.00033490516260632736,0.12427248711613288,0.047238037620015036,4.0338404307299355e-07
131_sim,0.09663650573312918,-8.879968985283151,-5.23670587837557,1.1786795913829237e-06,0.0022137183691777118,0.43182465816089105,0.28641276864308796,2.1086543869557528e-06
132_sim,0.10229752074088873,-9.708056435553916,-5.055256567927263,6.326558748749287e-07,0.00019126444020795634,0.08792830549994644,0.030975164704292058,2.4391943161270867e-07
133_sim,0.12049865202761967,-8.69900263311837,-4.8879191163269144,2.2118140712830264e-06,0.0024449312395259455,0.36802536664779667,0.26848209042119975,2.241418070649448e-06
134_sim,0.09305374874475379,-9.011775398630329,-5.44862267583373,3.499735033830979e-07,0.001096007915129504,0.2527545634462354,0.15749017021012884,1.1389029791142585e-06
135_sim,0.12393144537258098,-9.952823135872132,-5.084847129606761,8.998036537263088e-08,0.0002709932555482072,0.10304464584252286,0.04035080679318871,3.6196454856747706e-07
136_sim,0.1001238486867898,-9.278233673263184,-4.640011242556923,7.552262718143014e-07,0.0006510933720438819,0.18011396988331052,0.08332967009218319,6.376658488157489e-07
137_sim,0.12257029484130931,-9.83613045451359,-4.459234338550473,2.833036722820032e-07,0.000280163853822547,0.11432772913436794,0.03779551087111871,3.339601325778112e-07
138_sim,0.10255708269720105,-9.75883191958119,-5.965313569805427,5.662858432415526e-07,0.0002678264906277391,0.12897987094137542,0.051618511994812544,4.085317354951802e-07
139_sim,0.13150782432585806,-7.994047417589453,-4.489581182978025,3.082912707494874e-06,0.00616044422836424,0.49060878161415733,0.5208669566391265,4.420931114384786e-06
140_sim,0.10836119966875038,-10.049683333249579,-4.392661514145708,2.504048436003434e-07,0.0003452352841116502,0.1683018111150092,0.04732430775535201,3.881781098582169e-07
141_sim,0.08705167990010186,-10.020779645853752,-5.538573446570558,3.828995432669524e-07,0.00025839664104474646,0.11615807390118486,0.04432477134113535,3.300119700559847e-07
142_sim,0.12341807974961326,-9.760086084018496,-3.825766191956678,3.39898111480761e-07,0.00045325480824681604,0.1571736465711473,0.050010467266849816,4.4439197594463787e-07
143_sim,0.11080389387218223,-9.079986743495457,-4.833640437653291,1.2845700494140768e-06,0.001196268282664087,0.2636929339917559,0.14688946632733138,1.1855090780262328e-06
144_sim,0.10019996095210396,-9.981547369346877,-5.150451435342402,4.6250657961693884e-07,0.0002110894228620488,0.12457262473908556,0.03669228167696283,2.848415435073553e-07
145_sim,0.08762033572405731,-9.639335154371542,-4.590048309504517,8.05638982955505e-07,0.0004793438681022657,0.1632359566892404,0.06482895843376361,4.7510397677164784e-07
146_sim,0.12563221733263163,-8.180524852986546,-4.5545790250776585,3.95444738467999e-06,0.00674835626332978,0.6499911246404801,0.6066420563473071,5.042028760109012e-06
147_sim,0.11707031071716271,-9.235382426615875,-4.1078242756086105,3.2276979228718674e-07,0.0011123359075579636,0.257785802885118,0.11745928855381947,9.894407167132791e-07
148_sim,0.09316312933362848,-9.37182456018789,-5.161589898897598,8.713585895056391e-08,0.0007854866740500151,0.260017664409555,0.1197930854028373,8.844076183236327e-07
149_sim,0.09515497101358454,-8.655836087928284,-5.349557045893446,6.625104949343732e-07,0.0019175336169157799,0.3187930034320353,0.2424305240239181,1.7314042503539709e-06
150_sim,0.11737867392033013,-9.88192335882009,-4.685929848125919,8.59462008976083e-07,0.0003221191334282695,0.12353150831623338,0.04464658355200429,3.830602845552764e-07
151_sim,0.08425637703369937,-9.983122329070397,-5.771063434042018,2.265773367158471e-07,0.00018419493715080595,0.13698189649523357,0.03918620009551148,2.799745865759068e-07
152_sim,0.10759188747909147,-9.779281401938134,-4.784543008692915,4.640354218268505e-07,0.0003924105212168628,0.13986178078004313,0.05450322951707358,4.4600252102677316e-07
153_sim,0.08912573578045489,-9.567570779822445,-5.226669660563742,4.684192558507999e-07,0.0003725968187903851,0.12578983708915714,0.05754192382619489,4.1966312499163994e-07
154_sim,0.10000421162912214,-9.90017459250432,-5.2583546119986195,2.1639942817579006e-07,0.0002099755712968,0.10937160164033546,0.03613078230044165,2.802333427475626e-07
155_sim,0.1075037092210456,-9.638545684897396,-4.56359403078814,9.104910260818537e-07,0.00036274399725771164,0.11656223290464107,0.04683860900481198,3.8173213085197466e-07
156_sim,0.12111389442372245,-9.426286387185327,-4.398462319709398,1.0115329548888544e-06,0.0005257703815216214,0.15410205658795337,0.06458710007372669,5.562229991191487e-07
157_sim,0.11483115083694741,-10.084598609572328,-4.816638002836486,-4.265240394629178e-07,0.0003166200774444625,0.13186830279937245,0.04503867298917276,3.8963490242237157e-07
158_sim,0.12022437063882177,-9.580764876693614,-4.9089338709822705,6.929963528337484e-07,0.0003988599926367677,0.14019723244494114,0.057977225215128145,4.972119648357657e-07
159_sim,0.12709574821158645,-8.776431112178647,-4.495400390307472,1.1661506355481444e-06,0.0016860639688442134,0.26071776254576406,0.1729310348102086,1.4997108101777334e-06
160_sim,0.1009960383502561,-9.74706970052787,-4.8263272654779055,8.592868703245373e-07,0.00020524189746871848,0.09885056055029814,0.03229031120496743,2.508088304921105e-07
161_sim,0.10224251382319109,-8.491308863663603,-5.940493791787621,1.3642377601184569e-06,0.0028969156747772873,0.4064816721009283,0.38137162935324315,2.812806486901574e-06
162_sim,0.09404254538672446,-9.430504194127339,-4.889745594963308,6.984062100810389e-07,0.0006460335570521416,0.21757535326414054,0.09300703793416348,6.96371830893489e-07
163_sim,0.08720648234047287,-10.063814614435023,-5.579114858229208,4.977077148755355e-07,0.00022988494012399487,0.10433724845216223,0.0397220711533245,2.9630417161344235e-07
164_sim,0.0853057943880574,-9.87109520573453,-5.499665597195572,-3.8194493123003905e-07,0.00033025893195896,0.17797793197829984,0.06037133410727951,4.3891812687165767e-07
165_sim,0.12209510779334894,-8.633930752947927,-5.216338277879436,3.4526554736467323e-06,0.0035409075093332633,0.5009759711832864,0.4073790126034329,3.41838603725184e-06
166_sim,0.09377542974429585,-10.168184983293523,-5.089693759012521,1.0422443416211017e-07,0.00020374348931593547,0.16754436608853887,0.03730167183781719,2.8560072683502663e-07
167_sim,0.10685385057445211,-8.425215734991038,-5.899002840336452,2.8382236006017486e-06,0.0026272492388977205,0.3405884139615127,0.3333566767770851,2.519685380906747e-06
168_sim,0.12406906430409256,-8.107104610756547,-4.527367116004002,3.909437196261738e-06,0.006334628401847308,0.5805342002542714,0.557524500018758,4.565693983346862e-06
169_sim,0.10375047170041345,-8.18935951154765,-4.878760388604547,1.5109002753659585e-06,0.003810883495334574,0.4195138534077207,0.3842561501044085,2.775027042698986e-06
170_sim,0.1316605082954671,-9.936340845053717,-4.6651060403146705,-5.132113033963531e-08,0.00028056479379878085,0.12747403926375683,0.041414156592654766,3.798149255767469e-07
171_sim,0.0981062857665384,-9.281311027962245,-4.478835604237253,4.3986469607078364e-07,0.0014706532495729798,0.3833570348435303,0.1775542304893136,1.3527792431032048e-06
172_sim,0.08879735500502413,-9.821530816769972,-5.006100895101282,4.812699357100582e-07,0.00042015943898610444,0.16446559878049358,0.06402231265883576,4.72062672604903e-07
173_sim,0.08813752708539074,-9.78091468505371,-4.408581457436213,-5.674910965945942e-07,0.0004543553978122726,0.1675972937075416,0.060051756529719794,4.4301202531457775e-07
174_sim,0.13023175406598558,-8.893783510005246,-4.389249578252769,1.6865273271081979e-06,0.00188979343688825,0.3197030821940335,0.19605513483874945,1.7335431064536667e-06
175_sim,0.10062857997384843,-9.460807311640641,-4.6883324763896965,3.8055832344831793e-07,0.0005946563967169849,0.2014095568349334,0.0820048094088348,6.323006484902472e-07
176_sim,0.09742930315292207,-9.655190278919667,-4.89884616374886,5.569720590199827e-07,0.00041411000826794826,0.1360647198836351,0.05813967951987868,4.510098207483926e-07
177_sim,0.10020200082239922,-9.35194661786033,-4.684742720003077,1.0982216310042188e-06,0.000749388532989758,0.22309087029750022,0.09911771482044984,7.605811739046992e-07
178_sim,0.11516349705508407,-9.93998143462395,-4.50803723232417,2.566859140338478e-07,0.00032064572921381817,0.11812824418958146,0.04176736873768739,3.601736429102448e-07
179_sim,0.087026466953691,-9.8237448326814,-5.5499461429073635,4.302441334552061e-08,0.00034780551001973827,0.13762921931921634,0.058671027597175254,4.332726262966696e-07
180_sim,0.07348338495388776,-9.902279642203988,-6.110843443547811,5.357060887478304e-07,0.0001356562211593419,0.1042980134900482,0.03270316713075935,2.1079232040761787e-07
181_sim,0.15144557574919473,-8.838916064799497,-4.101334959069303,1.6628981275099336e-06,0.0017454291138208928,0.25415335876040646,0.17327482609518902,1.6779060384923779e-06
182_sim,0.1218434243913997,-9.743213726521724,-4.747548601942511,3.6969890517417007e-07,0.0005507949255485569,0.22014563887010433,0.07959554231899638,6.956831254106297e-07
183_sim,0.07521431122845129,-10.014917883118862,-6.03274623113443,3.8473449961333803e-07,0.00022199531676532367,0.18780330218655925,0.05207174717359468,3.4965306578322464e-07
184_sim,0.13480810565620607,-9.84360241760389,-4.728810397449296,3.0823639359336866e-08,0.00043847579166682684,0.13987838958806306,0.05944968863648631,5.546645380833985e-07
185_sim,0.13123171917742482,-9.784129934217267,-3.9298446029464333,-4.6175364565213766e-07,0.0004401629621813257,0.17636104933869565,0.05343884472331459,4.862756728413744e-07
186_sim,0.11923837343190542,-9.311186713382344,-4.079630219681375,1.881167957181947e-06,0.0007082361764427627,0.18351844546069632,0.07749895518945339,6.581774975182627e-07
187_sim,0.12376024016746158,-8.206761002381304,-5.681612046386896,4.063303735670408e-06,0.0044094295831464325,0.43850477067434646,0.4981628639402114,4.103222193445513e-06
188_sim,0.08124215354333662,-9.807961114398054,-5.268024988067754,7.612309510798165e-07,0.0002197711505990294,0.11241947359123201,0.03917520791382272,2.6925500566543263e-07
